分析項目,都市,データ数,1月価格_円,12月価格_円,1月から12月の変化額_円,1か月あたりの変化額_円,年間換算の変化額_円,決定係数,クラスター,クラスター名,主成分1,主成分2
2041ワイン,仙台市,12.0,481.0,536.0,55.0,1.27,13.92,0.07,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.5320481163706713,-1.8838188148103443
2041ワイン,佐賀市,12.0,625.0,645.0,20.0,-0.38,-4.19,0.0,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.0436496843791034,-1.791072888085479
2041ワイン,前橋市,12.0,460.0,471.0,11.0,0.12,1.27,0.0,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.7635513361613173,-2.0963980589213493
2041ワイン,千葉市,12.0,570.0,570.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.004496775053135,0.5331800277316303
2041ワイン,名古屋市,12.0,526.0,548.0,22.0,-1.0,-11.0,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.801765945888944,-1.7589793883314353
2041ワイン,和歌山市,12.0,482.0,482.0,0.0,0.04,0.46,0.02,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.7637155667193665,-2.0072247050835963
2041ワイン,大分市,12.0,620.0,593.0,-27.0,-3.09,-33.96,0.46,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.44289743229125855,-0.6935325293274782
2041ワイン,大津市,12.0,569.0,580.0,11.0,0.77,8.46,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.030745124344516792,-0.8728704301542294
2041ワイン,大阪市,12.0,521.0,522.0,1.0,1.42,15.58,0.39,1,横ばい・緩やか変動型_低価格帯_変動あり,0.04764225939751426,-1.0328117401366117
2041ワイン,奈良市,12.0,499.0,499.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.1016336605792052,0.40109809194626955
2041ワイン,宇都宮市,12.0,504.0,603.0,99.0,8.45,92.96,0.6,0,上昇型_低価格帯_直線性高,1.2408030537212846,-0.5322579482560859
2041ワイン,宮崎市,12.0,665.0,665.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.8745248859689569,0.7099093784303526
2041ワイン,富山市,12.0,526.0,493.0,-33.0,-0.38,-4.23,0.01,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.8888894174496687,-1.9509901316506961
2041ワイン,山口市,12.0,603.0,603.0,0.0,-0.19,-2.12,0.0,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.9928950055903031,-1.8313818785458678
2041ワイン,山形市,12.0,509.0,531.0,22.0,1.64,18.08,0.35,1,横ばい・緩やか変動型_低価格帯_変動あり,0.010713639620163286,-1.1514334644577509
2041ワイン,岐阜市,12.0,526.0,526.0,0.0,0.56,6.15,0.1,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.612854048518634,-1.729653528495351
2041ワイン,岡山市,12.0,556.0,552.0,-4.0,-0.99,-10.92,0.15,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.7258272828480329,-1.557617545841473
2041ワイン,広島市,12.0,559.0,575.0,16.0,4.22,46.46,0.22,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.028313296491773558,-1.3653223125643577
2041ワイン,徳島市,12.0,687.0,687.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.8444261327073578,0.7508361754342673
2041ワイン,新潟市,12.0,526.0,526.0,0.0,0.24,2.65,0.01,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.8214858709924864,-1.9489741313507698
2041ワイン,札幌市,12.0,554.0,554.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.0263867774252071,0.5034150844560561
2041ワイン,東京都区部,12.0,550.0,580.0,30.0,1.52,16.77,0.4,1,横ばい・緩やか変動型_低価格帯_変動あり,0.03815404710153045,-0.9542842761585371
2041ワイン,松山市,12.0,471.0,493.0,22.0,2.54,27.92,0.06,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.3996141873006526,-1.9225456983085145
2041ワイン,松江市,12.0,648.0,648.0,0.0,0.22,2.42,0.15,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.7201491654984306,-1.3825346698086773
2041ワイン,横浜市,12.0,511.0,511.0,0.0,-0.47,-5.12,0.04,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.8202042942451785,-1.9064273823191797
2041ワイン,水戸市,12.0,560.0,582.0,22.0,2.78,30.62,0.43,1,横ばい・緩やか変動型_低価格帯_変動あり,0.21940182824029664,-0.8588241248865155
2041ワイン,津市,12.0,536.0,526.0,-10.0,-0.7,-7.69,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.7828325781180138,-1.739400814768108
2041ワイン,熊本市,12.0,570.0,570.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.004496775053135,0.5331800277316303
2041ワイン,甲府市,12.0,559.0,482.0,-77.0,-2.03,-22.35,0.04,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.0554703214794665,-1.822205069376143
2041ワイン,盛岡市,12.0,532.0,612.0,80.0,8.02,88.19,0.69,0,上昇型_低価格帯_直線性高,1.3295908239103225,-0.2632874047086455
2041ワイン,神戸市,12.0,531.0,531.0,0.0,-0.52,-5.69,0.08,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.7757390580768944,-1.772370412084467
2041ワイン,福井市,12.0,465.0,466.0,1.0,-1.81,-19.88,0.36,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.2848410980193658,-1.2202517816982563
2041ワイン,福岡市,12.0,526.0,526.0,0.0,-1.85,-20.31,0.15,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.7782787702603603,-1.616223201995976
2041ワイン,福島市,12.0,575.0,575.0,0.0,5.27,57.96,0.35,1,横ばい・緩やか変動型_低価格帯_変動あり,0.31505427280241693,-1.0168497168512765
2041ワイン,秋田市,12.0,488.0,499.0,11.0,2.17,23.92,0.07,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.44378113464802704,-1.8678702000790002
2041ワイン,那覇市,12.0,465.0,515.0,50.0,-0.77,-8.5,0.01,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.8478327884356616,-2.0657371071097446
2041ワイン,金沢市,12.0,548.0,532.0,-16.0,0.08,0.92,0.0,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.8882949651081774,-1.93282093544117
2041ワイン,長崎市,12.0,615.0,631.0,16.0,6.95,76.46,0.26,1,横ばい・緩やか変動型_低価格帯_変動あり,0.26912823942155295,-1.1552547347438036
2041ワイン,長野市,12.0,532.0,516.0,-16.0,-1.66,-18.23,0.1,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.8624109818838783,-1.725710256486102
2041ワイン,青森市,12.0,481.0,481.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.1262599132477864,0.36761253076124845
2041ワイン,静岡市,12.0,569.0,569.0,0.0,-1.34,-14.77,0.07,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.9361903169223031,-1.7285983377346987
2041ワイン,高松市,12.0,602.0,602.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.9607167703089909,0.5927099142827789
2041ワイン,高知市,12.0,482.0,504.0,22.0,2.69,29.62,0.51,0,上昇型_低価格帯_直線性高,0.47085822204601285,-0.8101941249405804
2041ワイン,鳥取市,12.0,677.0,614.0,-63.0,-6.17,-67.88,0.59,0,上昇型_低価格帯_直線性高,-0.6046175857983465,-0.282216429758958
2041ワイン,鹿児島市,12.0,665.0,665.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.8745248859689569,0.7099093784303526
2042ワイン,さいたま市,12.0,592.0,675.0,83.0,7.92,87.08,0.41,1,横ばい・緩やか変動型_低価格帯_変動あり,0.6957872122012191,-0.8310876314310963
2042ワイン,京都市,12.0,526.0,597.0,71.0,6.12,67.35,0.6,0,上昇型_低価格帯_直線性高,0.9573974242576943,-0.4989074104438303
2042ワイン,仙台市,12.0,547.0,619.0,72.0,5.22,57.42,0.72,0,上昇型_低価格帯_直線性高,1.0626134654107842,-0.17172725901413818
2042ワイン,佐賀市,12.0,617.0,663.0,46.0,4.34,47.77,0.57,0,上昇型_低価格帯_直線性高,0.5814369964391987,-0.4081671962500181
2042ワイン,前橋市,12.0,616.0,625.0,9.0,3.31,36.42,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.18591156442558376,-1.237990327374876
2042ワイン,千葉市,12.0,641.0,690.0,49.0,5.4,59.35,0.56,0,上昇型_低価格帯_直線性高,0.6445244369911317,-0.38432641409885815
2042ワイン,名古屋市,12.0,615.0,647.0,32.0,2.95,32.46,0.24,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.20436510512926126,-1.216767874196513
2042ワイン,和歌山市,12.0,625.0,691.0,66.0,6.23,68.54,0.57,0,上昇型_低価格帯_直線性高,0.775964096550057,-0.3871391753108424
2042ワイン,大分市,12.0,586.0,630.0,44.0,4.0,44.04,0.3,1,横ばい・緩やか変動型_低価格帯_変動あり,0.06535695507071329,-1.1217825821127736
2042ワイン,大津市,12.0,652.0,646.0,-6.0,-2.52,-27.69,0.03,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.2552923823000506,-1.6750429700988851
2042ワイン,大阪市,12.0,569.0,634.0,65.0,5.12,56.27,0.56,0,上昇型_低価格帯_直線性高,0.7125891363622125,-0.5191791105872963
2042ワイン,奈良市,12.0,559.0,620.0,61.0,5.76,63.35,0.57,0,上昇型_低価格帯_直線性高,0.8151641195044099,-0.5114478246144659
2042ワイン,宇都宮市,12.0,559.0,630.0,71.0,6.37,70.12,0.74,0,上昇型_低価格帯_直線性高,1.2098504252745288,-0.09715751025763565
2042ワイン,宮崎市,12.0,610.0,670.0,60.0,6.24,68.65,0.69,0,上昇型_低価格帯_直線性高,1.029363654775851,-0.12397117806904216
2042ワイン,富山市,12.0,543.0,587.0,44.0,4.65,51.19,0.51,0,上昇型_低価格帯_直線性高,0.6004847671251932,-0.6903421164639765
2042ワイン,山口市,12.0,648.0,648.0,0.0,3.42,37.62,0.18,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.3143122617046457,-1.2993694781131522
2042ワイン,山形市,12.0,547.0,591.0,44.0,3.68,40.5,0.26,1,横ばい・緩やか変動型_低価格帯_変動あり,0.006661399639978653,-1.2923885194404128
2042ワイン,岐阜市,12.0,603.0,647.0,44.0,4.05,44.5,0.58,0,上昇型_低価格帯_直線性高,0.5883791604886407,-0.410901146545971
2042ワイン,岡山市,12.0,647.0,681.0,34.0,3.31,36.38,0.55,0,上昇型_低価格帯_直線性高,0.389784628050155,-0.40421377530170055
2042ワイン,広島市,12.0,619.0,647.0,28.0,5.64,62.0,0.38,1,横ばい・緩やか変動型_低価格帯_変動あり,0.35302909511522,-0.8610329970330701
2042ワイン,徳島市,12.0,618.0,668.0,50.0,4.98,54.81,0.69,0,上昇型_低価格帯_直線性高,0.8814372527252188,-0.11318573929884744
2042ワイン,新潟市,12.0,570.0,592.0,22.0,1.99,21.92,0.13,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.4596409048435515,-1.5703900984869477
2042ワイン,札幌市,12.0,568.0,612.0,44.0,3.99,43.85,0.47,0,上昇型_低価格帯_直線性高,0.41726596705223123,-0.7429938292408911
2042ワイン,東京都区部,12.0,619.0,690.0,71.0,7.03,77.35,0.62,0,上昇型_低価格帯_直線性高,0.9677245517100436,-0.27443302356760796
2042ワイン,松山市,12.0,566.0,622.0,56.0,5.29,58.15,0.57,0,上昇型_低価格帯_直線性高,0.7544910066361836,-0.4999539202232819
2042ワイン,松江市,12.0,676.0,747.0,71.0,6.7,73.73,0.57,0,上昇型_低価格帯_直線性高,0.7572859508195218,-0.2907351603280697
2042ワイン,横浜市,12.0,602.0,677.0,75.0,6.2,68.19,0.56,0,上昇型_低価格帯_直線性高,0.7848536357823249,-0.454277172623488
2042ワイン,水戸市,12.0,626.0,679.0,53.0,6.05,66.54,0.79,0,上昇型_低価格帯_直線性高,1.1799764993989619,0.14770938818699084
2042ワイン,津市,12.0,657.0,657.0,0.0,4.04,44.42,0.26,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.10469482356384684,-1.0865839536015274
2042ワイン,熊本市,12.0,603.0,691.0,88.0,8.39,92.27,0.61,0,上昇型_低価格帯_直線性高,1.1181516174456319,-0.32402911558929043
2042ワイン,甲府市,12.0,625.0,675.0,50.0,4.63,50.96,0.49,0,上昇型_低価格帯_直線性高,0.447492442513615,-0.5863685003491949
2042ワイン,盛岡市,12.0,608.0,685.0,77.0,7.2,79.23,0.83,0,上昇型_低価格帯_直線性高,1.4068889682148185,0.21497655420658832
2042ワイン,神戸市,12.0,558.0,591.0,33.0,5.62,61.77,0.31,1,横ばい・緩やか変動型_低価格帯_変動あり,0.2990992804428446,-1.1443502762057256
2042ワイン,福井市,12.0,676.0,735.0,59.0,4.79,52.65,0.55,0,上昇型_低価格帯_直線性高,0.511007787067919,-0.3454524278019946
2042ワイン,福岡市,12.0,574.0,696.0,122.0,6.09,67.04,0.56,0,上昇型_低価格帯_直線性高,0.8112024462071767,-0.5067235008283104
2042ワイン,福島市,12.0,603.0,641.0,38.0,4.01,44.08,0.6,0,上昇型_低価格帯_直線性高,0.6226622990926542,-0.3625245251766532
2042ワイン,秋田市,12.0,577.0,648.0,71.0,6.78,74.58,0.6,0,上昇型_低価格帯_直線性高,0.95937520405436,-0.40188558891753184
2042ワイン,那覇市,12.0,604.0,656.0,52.0,3.57,39.27,0.61,0,上昇型_低価格帯_直線性高,0.5927752762915409,-0.33784158315980156
2042ワイン,金沢市,12.0,570.0,587.0,17.0,2.9,31.92,0.29,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.051655857072195645,-1.1793776430664225
2042ワイン,長崎市,12.0,686.0,768.0,82.0,6.42,70.62,0.35,1,横ばい・緩やか変動型_低価格帯_変動あり,0.2882150884844886,-0.8066160674819552
2042ワイン,長野市,12.0,571.0,631.0,60.0,5.96,65.54,0.7,0,上昇型_低価格帯_直線性高,1.0715961015067714,-0.1731803360992099
2042ワイン,青森市,12.0,597.0,652.0,55.0,5.54,60.92,0.72,0,上昇型_低価格帯_直線性高,1.0289961352017658,-0.07767129499413566
2042ワイン,静岡市,12.0,567.0,685.0,118.0,11.95,131.42,0.66,0,上昇型_低価格帯_直線性高,1.6510103241852263,-0.258157779539698
2042ワイン,高松市,12.0,635.0,670.0,35.0,3.79,41.65,0.86,0,上昇型_低価格帯_直線性高,1.0571777154541593,0.32687692319171974
2042ワイン,高知市,12.0,633.0,703.0,70.0,4.15,45.62,0.4,1,横ばい・緩やか変動型_低価格帯_変動あり,0.21052115525187307,-0.791326889708743
2042ワイン,鳥取市,12.0,677.0,732.0,55.0,5.61,61.69,0.8,0,上昇型_低価格帯_直線性高,1.0816832191851233,0.2654077779400119
2042ワイン,鹿児島市,12.0,638.0,669.0,31.0,3.07,33.73,0.66,0,上昇型_低価格帯_直線性高,0.5884807087562874,-0.15495017063070302
2101うどん（外食）,さいたま市,12.0,663.0,675.0,12.0,1.34,14.77,0.67,0,上昇型_低価格帯_直線性高,0.3855158196071223,-0.08981439496969194
2101うどん（外食）,京都市,12.0,677.0,726.0,49.0,5.24,57.69,0.87,0,上昇型_低価格帯_直線性高,1.1766696628715057,0.4339780816536189
2101うどん（外食）,今治市,12.0,553.0,563.0,10.0,0.94,10.38,0.57,0,上昇型_低価格帯_直線性高,0.2993646543881004,-0.5382824548680408
2101うどん（外食）,仙台市,12.0,733.0,765.0,32.0,2.53,27.85,0.54,0,上昇型_低価格帯_直線性高,0.16801197798899306,-0.2710168065897303
2101うどん（外食）,伊丹市,12.0,843.0,869.0,26.0,1.82,20.0,0.53,0,上昇型_低価格帯_直線性高,-0.07898559780446601,-0.0929448100273102
2101うどん（外食）,佐世保市,12.0,600.0,653.0,53.0,5.22,57.38,0.82,0,上昇型_低価格帯_直線性高,1.183261605075679,0.16940254511018593
2101うどん（外食）,佐賀市,12.0,523.0,570.0,47.0,3.55,39.04,0.75,0,上昇型_低価格帯_直線性高,0.9718413868812618,-0.14904483942655758
2101うどん（外食）,八戸市,12.0,460.0,467.0,7.0,0.49,5.38,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,0.08794020551198098,-1.076554557967433
2101うどん（外食）,八王子市,12.0,897.0,913.0,16.0,1.12,12.31,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.4414397838429408,-0.2615510283195147
2101うどん（外食）,函館市,12.0,670.0,687.0,17.0,1.9,20.92,0.67,0,上昇型_低価格帯_直線性高,0.436819566175828,-0.07497132878992045
2101うどん（外食）,前橋市,12.0,677.0,693.0,16.0,1.51,16.62,0.57,0,上昇型_低価格帯_直線性高,0.19168491258614448,-0.3057507248517628
2101うどん（外食）,北九州市,12.0,575.0,590.0,15.0,1.68,18.46,0.67,0,上昇型_低価格帯_直線性高,0.5428740678074577,-0.25241603443377786
2101うどん（外食）,千葉市,12.0,678.0,678.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.8567392590416483,0.7340933948417567
2101うどん（外食）,名古屋市,12.0,727.0,752.0,25.0,3.1,34.12,0.47,1,横ばい・緩やか変動型_低価格帯_変動あり,0.10297736469445441,-0.45009864135428235
2101うどん（外食）,和歌山市,12.0,742.0,789.0,47.0,4.44,48.81,0.74,0,上昇型_低価格帯_直線性高,0.7496628059465963,0.2370034146198772
2101うどん（外食）,堺市,12.0,560.0,577.0,17.0,0.65,7.19,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.39847951350414573,-1.350816920448748
2101うどん（外食）,大分市,12.0,572.0,553.0,-19.0,-2.82,-31.0,0.26,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.7341918128916821,-1.2670162825876856
2101うどん（外食）,大津市,12.0,667.0,817.0,150.0,12.82,141.0,0.58,0,上昇型_低価格帯_直線性高,1.4542531871769468,-0.2633247240398756
2101うどん（外食）,大阪市,12.0,740.0,803.0,63.0,5.04,55.46,0.77,0,上昇型_低価格帯_直線性高,0.8755759265067711,0.30799379359981266
2101うどん（外食）,奈良市,12.0,732.0,822.0,90.0,10.0,110.0,0.68,0,上昇型_低価格帯_直線性高,1.25190640408012,0.09095923778985117
2101うどん（外食）,姫路市,12.0,699.0,740.0,41.0,3.87,42.58,0.57,0,上昇型_低価格帯_直線性高,0.41815449745188443,-0.25715012025457984
2101うどん（外食）,宇部市,12.0,547.0,527.0,-20.0,-2.52,-27.69,0.76,0,上昇型_低価格帯_直線性高,0.298419797680075,-0.09988137481975516
2101うどん（外食）,宇都宮市,12.0,717.0,800.0,83.0,5.99,65.88,0.56,0,上昇型_低価格帯_直線性高,0.6046890102556238,-0.24102448164156332
2101うどん（外食）,宮崎市,12.0,540.0,580.0,40.0,3.78,41.54,0.84,0,上昇型_低価格帯_直線性高,1.1474306960587448,0.10160837045433087
2101うどん（外食）,富士市,12.0,760.0,813.0,53.0,3.16,34.73,0.49,0,上昇型_低価格帯_直線性高,0.10298391315722752,-0.34000666314039485
2101うどん（外食）,富山市,12.0,737.0,753.0,16.0,0.62,6.77,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.643899126670541,-1.021639783864317
2101うどん（外食）,小山市,12.0,577.0,637.0,60.0,6.64,73.08,0.54,0,上昇型_低価格帯_直線性高,0.8282597848893078,-0.5478608725060993
2101うどん（外食）,山口市,12.0,520.0,533.0,13.0,1.59,17.5,0.73,0,上昇型_低価格帯_直線性高,0.7242318286988432,-0.20950561443400192
2101うどん（外食）,山形市,12.0,883.0,917.0,34.0,3.15,34.69,0.59,0,上昇型_低価格帯_直線性高,0.12677613846919103,0.13131225168069685
2101うどん（外食）,岐阜市,12.0,637.0,670.0,33.0,3.87,42.58,0.77,0,上昇型_低価格帯_直線性高,0.8892958016884318,0.1125775836005389
2101うどん（外食）,岡山市,12.0,583.0,590.0,7.0,-0.53,-5.88,0.03,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.9445481060224366,-1.7969335773347128
2101うどん（外食）,川口市,12.0,703.0,710.0,7.0,0.66,7.27,0.57,0,上昇型_低価格帯_直線性高,0.06370557084668062,-0.260146563407886
2101うどん（外食）,川崎市,12.0,638.0,650.0,12.0,1.51,16.62,0.76,0,上昇型_低価格帯_直線性高,0.6120434611605997,0.08251074200959548
2101うどん（外食）,広島市,12.0,738.0,758.0,20.0,1.19,13.08,0.59,0,上昇型_低価格帯_直線性高,0.11207210584338936,-0.14480570899267198
2101うどん（外食）,府中市,12.0,912.0,922.0,10.0,0.7,7.69,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.5076221280216238,-0.23501207162119467
2101うどん（外食）,徳島市,12.0,650.0,693.0,43.0,2.5,27.54,0.41,1,横ばい・緩やか変動型_低価格帯_変動あり,0.02719849908967053,-0.7408134566145611
2101うどん（外食）,所沢市,12.0,693.0,743.0,50.0,5.02,55.19,0.75,0,上昇型_低価格帯_直線性高,0.8990717460200244,0.17198755455527673
2101うどん（外食）,新潟市,12.0,777.0,777.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.7212948693644521,0.9182639813593725
2101うどん（外食）,日立市,12.0,617.0,633.0,16.0,1.79,19.69,0.67,0,上昇型_低価格帯_直線性高,0.4973715053070426,-0.17392538086282777
2101うどん（外食）,旭川市,12.0,707.0,757.0,50.0,4.88,53.69,0.82,0,上昇型_低価格帯_直線性高,0.9999089790585082,0.3673500547140163
2101うどん（外食）,札幌市,12.0,585.0,610.0,25.0,2.93,32.27,0.77,0,上昇型_低価格帯_直線性高,0.8582458357367769,0.012785001371163139
2101うどん（外食）,東京都区部,12.0,768.0,795.0,27.0,2.72,29.88,0.8,0,上昇型_低価格帯_直線性高,0.6429963318854844,0.42529873013147373
2101うどん（外食）,東大阪市,12.0,578.0,588.0,10.0,0.38,4.23,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.45245892350085465,-1.3182092948782107
2101うどん（外食）,松山市,12.0,567.0,603.0,36.0,3.4,37.38,0.57,0,上昇型_低価格帯_直線性高,0.5476507801910347,-0.5042391605699472
2101うどん（外食）,松本市,12.0,660.0,620.0,-40.0,-5.03,-55.31,0.63,0,上昇型_低価格帯_直線性高,-0.38016039610586005,-0.2131214709185067
2101うどん（外食）,松江市,12.0,693.0,717.0,24.0,2.94,32.31,0.73,0,上昇型_低価格帯_直線性高,0.6343119646914522,0.11671751280556529
2101うどん（外食）,松阪市,12.0,619.0,626.0,7.0,0.78,8.62,0.67,0,上昇型_低価格帯_直線性高,0.3848327035238334,-0.17348889247422894
2101うどん（外食）,枚方市,12.0,557.0,590.0,33.0,4.1,45.08,0.81,0,上昇型_低価格帯_直線性高,1.1010138639854101,0.06151411011126644
2101うどん（外食）,柏市,12.0,627.0,637.0,10.0,0.94,10.38,0.57,0,上昇型_低価格帯_直線性高,0.19812339341726679,-0.4006195922185099
2101うどん（外食）,横浜市,12.0,812.0,833.0,21.0,2.21,24.31,0.69,0,上昇型_低価格帯_直線性高,0.3148793228567557,0.238707228835561
2101うどん（外食）,水戸市,12.0,770.0,777.0,7.0,0.66,7.27,0.57,0,上昇型_低価格帯_直線性高,-0.027958814086371363,-0.13550586344141888
2101うどん（外食）,津市,12.0,673.0,706.0,33.0,3.56,39.19,0.87,0,上昇型_低価格帯_直線性高,0.999500295645062,0.4210741353446021
2101うどん（外食）,浜松市,12.0,605.0,605.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.9566123948642273,0.5982908411469491
2101うどん（外食）,浦安市,12.0,750.0,750.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.7582342483673238,0.8680356395818409
2101うどん（外食）,熊本市,12.0,630.0,691.0,61.0,3.95,43.46,0.58,0,上昇型_低価格帯_直線性高,0.5405682417346106,-0.360997966107137
2101うどん（外食）,熊谷市,12.0,673.0,690.0,17.0,1.6,17.65,0.57,0,上昇型_低価格帯_直線性高,0.20694179895520515,-0.31289931546582833
2101うどん（外食）,甲府市,12.0,611.0,741.0,130.0,14.5,159.54,0.78,0,上昇型_低価格帯_直線性高,2.099827608343429,0.12302754403370676
2101うどん（外食）,盛岡市,12.0,677.0,653.0,-24.0,-4.11,-45.23,0.44,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.6704020257080585,-0.6393182504677596
2101うどん（外食）,相模原市,12.0,567.0,657.0,90.0,9.45,103.92,0.75,0,上昇型_低価格帯_直線性高,1.5530647256764107,-0.048006726435557395
2101うどん（外食）,神戸市,12.0,640.0,672.0,32.0,2.81,30.92,0.85,0,上昇型_低価格帯_直線性高,0.9244801228992958,0.30873854389369965
2101うどん（外食）,福井市,12.0,693.0,733.0,40.0,4.48,49.23,0.67,0,上昇型_低価格帯_直線性高,0.6858384133458619,-0.02379506029287886
2101うどん（外食）,福山市,12.0,617.0,660.0,43.0,3.48,38.27,0.87,0,上昇型_低価格帯_直線性高,1.0674180721463875,0.316636704809134
2101うどん（外食）,福岡市,12.0,582.0,621.0,39.0,4.26,46.81,0.77,0,上昇型_低価格帯_直線性高,1.0069416898719474,0.011528720311673755
2101うどん（外食）,福島市,12.0,701.0,720.0,19.0,0.73,8.04,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.5826879276071045,-1.0882532287617914
2101うどん（外食）,秋田市,12.0,860.0,677.0,-183.0,-22.16,-243.77,0.63,2,価格低下型_高価格帯_変動あり,-2.516080185130201,0.10324018270723617
2101うどん（外食）,立川市,12.0,627.0,710.0,83.0,6.4,70.35,0.58,0,上昇型_低価格帯_直線性高,0.8110253410827557,-0.35861244017321087
2101うどん（外食）,藤沢市,12.0,660.0,680.0,20.0,1.89,20.77,0.57,0,上昇型_低価格帯_直線性高,0.2562548911608732,-0.33614036399500874
2101うどん（外食）,西宮市,12.0,527.0,527.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.063326156428079,0.45318674267852455
2101うどん（外食）,豊橋市,12.0,787.0,797.0,10.0,0.94,10.38,0.57,0,上昇型_低価格帯_直線性高,-0.0207766303034544,-0.10297015946276733
2101うどん（外食）,那覇市,12.0,757.0,786.0,29.0,3.48,38.31,0.79,0,上昇型_低価格帯_直線性高,0.7213535333728497,0.38305321485122135
2101うどん（外食）,郡山市,12.0,677.0,710.0,33.0,4.04,44.42,0.73,0,上昇型_低価格帯_直線性高,0.7757889043262671,0.09052934425566699
2101うどん（外食）,金沢市,12.0,600.0,650.0,50.0,4.66,51.27,0.74,0,上昇型_低価格帯_直線性高,0.967853964451285,-0.02644510200570928
2101うどん（外食）,長岡市,12.0,700.0,783.0,83.0,7.84,86.19,0.57,0,上昇型_低価格帯_直線性高,0.8483865004246196,-0.2423809061535532
2101うどん（外食）,長崎市,12.0,617.0,643.0,26.0,2.45,27.0,0.85,0,上昇型_低価格帯_直線性高,0.916809458204979,0.2647808571157496
2101うどん（外食）,長野市,12.0,840.0,857.0,17.0,1.6,17.65,0.57,0,上昇型_低価格帯_直線性高,-0.02153510080329765,-0.0022277200270219974
2101うどん（外食）,青森市,12.0,767.0,767.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.7349761208469971,0.8996608918121385
2101うどん（外食）,静岡市,12.0,650.0,717.0,67.0,8.2,90.19,0.73,0,上昇型_低価格帯_直線性高,1.2649843369773295,0.053827714167964426
2101うどん（外食）,高松市,12.0,535.0,553.0,18.0,1.26,13.85,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,0.06904167547681281,-0.9345276440552055
2101うどん（外食）,高知市,12.0,683.0,668.0,-15.0,-1.89,-20.77,0.76,0,上昇型_低価格帯_直線性高,0.18084547794976014,0.1551691594564224
