分析項目,都市,データ数,1月価格_円,12月価格_円,1月から12月の変化額_円,1か月あたりの変化額_円,年間換算の変化額_円,決定係数,クラスター,クラスター名,主成分1,主成分2
2101うどん（外食）,鳥取市,12.0,659.0,659.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.8827336368584839,0.6987475247020123
2101うどん（外食）,鹿児島市,12.0,711.0,770.0,59.0,5.3,58.31,0.43,1,横ばい・緩やか変動型_低価格帯_変動あり,0.28677773258305855,-0.5697234069880984
2102中華そば（外食）,さいたま市,12.0,465.0,465.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.1481499156198585,0.33784758748567423
2102中華そば（外食）,京都市,12.0,810.0,810.0,0.0,-0.1,-1.15,0.05,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.1697331392417518,-1.3247385649513053
2102中華そば（外食）,今治市,12.0,683.0,683.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.8498986333003757,0.7433949396153737
2102中華そば（外食）,仙台市,12.0,540.0,530.0,-10.0,-0.7,-7.69,0.08,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.8076209559632701,-1.7562129219016127
2102中華そば（外食）,伊丹市,12.0,786.0,822.0,36.0,3.06,33.69,0.76,0,上昇型_低価格帯_直線性高,0.5780698053618883,0.3628764680584735
2102中華そば（外食）,佐世保市,12.0,780.0,807.0,27.0,2.13,23.46,0.53,0,上昇型_低価格帯_直線性高,0.040908059764159094,-0.2091362740249207
2102中華そば（外食）,佐賀市,12.0,807.0,813.0,6.0,0.57,6.23,0.57,0,上昇型_低価格帯_直線性高,-0.08836383034783078,-0.06696707732148138
2102中華そば（外食）,八戸市,12.0,590.0,610.0,20.0,1.4,15.38,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,0.009014947974436634,-0.8317554256712419
2102中華そば（外食）,八王子市,12.0,853.0,860.0,7.0,0.86,9.42,0.73,0,上昇型_低価格帯_直線性高,0.18928391414663553,0.40760358971639343
2102中華そば（外食）,函館市,12.0,709.0,709.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.8143273794457586,0.7917629724381818
2102中華そば（外食）,前橋市,12.0,597.0,613.0,16.0,1.51,16.62,0.57,0,上昇型_低価格帯_直線性高,0.30113492444650514,-0.4545754412296342
2102中華そば（外食）,北九州市,12.0,765.0,760.0,-5.0,-0.72,-7.88,0.17,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.9437805270006204,-1.119428352785003
2102中華そば（外食）,千葉市,12.0,550.0,550.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.0318592780182252,0.49597384863716254
2102中華そば（外食）,名古屋市,12.0,717.0,729.0,12.0,1.13,12.46,0.57,0,上昇型_低価格帯_直線性高,0.09564805560156212,-0.23257397974987884
2102中華そば（外食）,和歌山市,12.0,759.0,783.0,24.0,2.39,26.31,0.7,0,上昇型_低価格帯_直線性高,0.42627460451856813,0.1649494875972758
2102中華そば（外食）,堺市,12.0,793.0,813.0,20.0,1.89,20.77,0.57,0,上昇型_低価格帯_直線性高,0.07429424644302365,-0.08871927301679775
2102中華そば（外食）,大分市,12.0,813.0,843.0,30.0,2.51,27.65,0.78,0,上昇型_低価格帯_直線性高,0.519968712232122,0.45982310837796403
2102中華そば（外食）,大津市,12.0,809.0,815.0,6.0,0.67,7.38,0.67,0,上昇型_低価格帯_直線性高,0.11293023162920267,0.17961213145064783
2102中華そば（外食）,大阪市,12.0,736.0,757.0,21.0,1.92,21.15,0.68,0,上昇型_低価格帯_直線性高,0.36801349159350055,0.07212743744196141
2102中華そば（外食）,奈良市,12.0,749.0,749.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.7596023735155784,0.8661753306271175
2102中華そば（外食）,姫路市,12.0,760.0,793.0,33.0,2.76,30.31,0.79,0,上昇型_低価格帯_直線性高,0.6389740717197454,0.38629298007676727
2102中華そば（外食）,宇部市,12.0,667.0,677.0,10.0,0.94,10.38,0.57,0,上昇型_低価格帯_直線性高,0.14339838748708653,-0.3262072340295743
2102中華そば（外食）,宇都宮市,12.0,630.0,630.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.9224092661578647,0.644798565015034
2102中華そば（外食）,宮崎市,12.0,810.0,843.0,33.0,3.4,37.35,0.88,0,上昇型_低価格帯_直線性高,0.8139885639845795,0.6996695469521889
2102中華そば（外食）,富士市,12.0,567.0,567.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,1.0086011504978987,0.5275991008674602
2102中華そば（外食）,富山市,12.0,733.0,733.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.7814923758876504,0.8364103873515433
2102中華そば（外食）,小山市,12.0,646.0,679.0,33.0,2.7,29.69,0.7,0,上昇型_低価格帯_直線性高,0.6145745194999187,-0.0442574241365043
2102中華そば（外食）,山口市,12.0,739.0,757.0,18.0,0.69,7.62,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.6390252991412392,-1.0176915530177817
2102中華そば（外食）,山形市,12.0,818.0,834.0,16.0,0.62,6.77,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.7547172636791563,-0.8709547585317222
2102中華そば（外食）,岐阜市,12.0,673.0,605.0,-68.0,-7.61,-83.69,0.67,0,上昇型_低価格帯_直線性高,-0.6011682396041025,-0.10031324523591233
2102中華そば（外食）,岡山市,12.0,736.0,764.0,28.0,1.96,21.54,0.68,0,上昇型_低価格帯_直線性高,0.3723621074939639,0.0722575019774405
2102中華そば（外食）,川口市,12.0,700.0,667.0,-33.0,-3.12,-34.27,0.57,0,上昇型_低価格帯_直線性高,-0.3431342563023446,-0.27801858887483355
2102中華そば（外食）,川崎市,12.0,725.0,725.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.7924373770736864,0.8215279157137562
2102中華そば（外食）,広島市,12.0,873.0,824.0,-49.0,-5.41,-59.54,0.63,0,上昇型_低価格帯_直線性高,-0.7128829037384722,0.18188872335052397
2102中華そば（外食）,府中市,12.0,767.0,833.0,66.0,6.71,73.85,0.7,0,上昇型_低価格帯_直線性高,0.8849801205825764,0.19387892906680843
2102中華そば（外食）,徳島市,12.0,650.0,683.0,33.0,2.05,22.54,0.15,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.5239362383487403,-1.3728635994010605
2102中華そば（外食）,所沢市,12.0,550.0,590.0,40.0,4.25,46.77,0.86,0,上昇型_低価格帯_直線性高,1.2234774359111213,0.17024640419824136
2102中華そば（外食）,新潟市,12.0,760.0,760.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.7445529968847787,0.8866387291290748
2102中華そば（外食）,日立市,12.0,583.0,600.0,17.0,1.6,17.65,0.57,0,上昇型_低価格帯_直線性高,0.3300730622981109,-0.4803271213909336
2102中華そば（外食）,旭川市,12.0,630.0,697.0,67.0,6.92,76.12,0.68,0,上昇型_低価格帯_直線性高,1.0566117448663999,-0.10880724482382738
2102中華そば（外食）,札幌市,12.0,788.0,818.0,30.0,2.1,23.08,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.1857730531218468,-0.4611381232651258
2102中華そば（外食）,東京都区部,12.0,599.0,607.0,8.0,0.58,6.35,0.51,0,上昇型_低価格帯_直線性高,0.08139809095079248,-0.5993988814844674
2102中華そば（外食）,東大阪市,12.0,684.0,734.0,50.0,4.72,51.92,0.57,0,上昇型_低価格帯_直線性高,0.5310844625605486,-0.2822908831964993
2102中華そば（外食）,松山市,12.0,643.0,660.0,17.0,1.9,20.92,0.67,0,上昇型_低価格帯_直線性高,0.4737589451786997,-0.12519967056745207
2102中華そば（外食）,松本市,12.0,707.0,783.0,76.0,7.51,82.62,0.76,0,上昇型_低価格帯_直線性高,1.1699352110005445,0.23038174020737823
2102中華そば（外食）,松江市,12.0,737.0,761.0,24.0,0.95,10.46,0.13,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.801181818014102,-1.2631001809705984
2102中華そば（外食）,松阪市,12.0,707.0,740.0,33.0,1.27,13.96,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.532190363840376,-1.0753355038044827
2102中華そば（外食）,枚方市,12.0,726.0,726.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.791069251925432,0.8233882246684795
2102中華そば（外食）,柏市,12.0,713.0,733.0,20.0,1.89,20.77,0.85,0,上昇型_低価格帯_直線性高,0.7245888213660591,0.4415496132724874
2102中華そば（外食）,横浜市,12.0,680.0,710.0,30.0,2.74,30.12,0.79,0,上昇型_低価格帯_直線性高,0.7462497756298744,0.2374032314311563
2102中華そば（外食）,水戸市,12.0,596.0,653.0,57.0,4.23,46.54,0.58,0,上昇型_低価格帯_直線性高,0.6175248080785075,-0.4233380188193786
2102中華そば（外食）,津市,12.0,803.0,819.0,16.0,1.83,20.08,0.85,0,上昇型_低価格帯_直線性高,0.5949346341724584,0.6087823223943739
2102中華そば（外食）,浜松市,12.0,785.0,807.0,22.0,2.08,22.85,0.57,0,上昇型_低価格帯_直線性高,0.10589517315626075,-0.10298393811105905
2102中華そば（外食）,浦安市,12.0,817.0,783.0,-34.0,2.41,26.54,0.12,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.7712232267597879,-1.1337814520001375
2102中華そば（外食）,熊本市,12.0,767.0,760.0,-7.0,-0.49,-5.38,0.01,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.2305662719052795,-1.5030133510349264
2102中華そば（外食）,熊谷市,12.0,597.0,613.0,16.0,1.51,16.62,0.57,0,上昇型_低価格帯_直線性高,0.30113492444650514,-0.4545754412296342
2102中華そば（外食）,甲府市,12.0,710.0,710.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.812959254297504,0.7936232813929053
2102中華そば（外食）,盛岡市,12.0,672.0,698.0,26.0,-1.8,-19.77,0.09,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.0884845355433697,-1.4899755716514025
2102中華そば（外食）,相模原市,12.0,553.0,607.0,54.0,6.68,73.46,0.8,0,上昇型_低価格帯_直線性高,1.3676562129060774,0.03820869387837805
2102中華そば（外食）,神戸市,12.0,663.0,658.0,-5.0,0.63,6.88,0.04,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.908572379517121,-1.6200836464755484
2102中華そば（外食）,福井市,12.0,737.0,747.0,10.0,0.38,4.23,0.23,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.6699908220733213,-1.0224201710771916
2102中華そば（外食）,福山市,12.0,727.0,768.0,41.0,4.34,47.69,0.75,0,上昇型_低価格帯_直線性高,0.7786290206714938,0.23302696191272695
2102中華そば（外食）,福岡市,12.0,726.0,781.0,55.0,5.66,62.31,0.68,0,上昇型_低価格帯_直線性高,0.788290329769371,0.06568538196202571
2102中華そば（外食）,福島市,12.0,640.0,653.0,13.0,0.91,10.0,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.112661854218965,-0.7403332684946917
2102中華そば（外食）,秋田市,12.0,633.0,633.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.9183048907131012,0.6503794918792042
2102中華そば（外食）,立川市,12.0,666.0,573.0,-93.0,-11.68,-128.5,0.68,0,上昇型_低価格帯_直線性高,-1.014747154186231,-0.1023161314515786
2102中華そば（外食）,藤沢市,12.0,723.0,773.0,50.0,5.59,61.54,0.67,0,上昇型_低価格帯_直線性高,0.7654687501360853,0.03562349920836861
2102中華そば（外食）,西宮市,12.0,766.0,759.0,-7.0,-0.49,-5.38,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.4372471794152511,-0.5104865989413138
2102中華そば（外食）,豊橋市,12.0,683.0,763.0,80.0,8.3,91.35,0.88,0,上昇型_低価格帯_直線性高,1.520445905619665,0.4793432152985109
2102中華そば（外食）,那覇市,12.0,817.0,833.0,16.0,1.12,12.31,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.3319897719825802,-0.410375744697386
2102中華そば（外食）,郡山市,12.0,623.0,663.0,40.0,4.9,53.85,0.73,0,上昇型_低価格帯_直線性高,0.943162904191973,-0.007130951786594918
2102中華そば（外食）,金沢市,12.0,607.0,647.0,40.0,3.29,36.19,0.74,0,上昇型_低価格帯_直線性高,0.8093369938226328,-0.017877649662805487
2102中華そば（外食）,長岡市,12.0,667.0,733.0,66.0,6.23,68.54,0.57,0,上昇型_低価格帯_直線性高,0.7185028403233678,-0.30900619921246
2102中華そば（外食）,長崎市,12.0,797.0,810.0,13.0,1.45,16.0,0.67,0,上昇型_低価格帯_直線性高,0.21414574346729254,0.15982468243581008
2102中華そば（外食）,長野市,12.0,717.0,757.0,40.0,2.8,30.77,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.012535389337667766,-0.5909439296796019
2102中華そば（外食）,青森市,12.0,667.0,667.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.8717886356724479,0.7136299963397994
2102中華そば（外食）,静岡市,12.0,795.0,836.0,41.0,4.31,47.42,0.79,0,上昇型_低価格帯_直線性高,0.7595985576737934,0.45644379424190207
2102中華そば（外食）,高松市,12.0,646.0,716.0,70.0,6.73,74.0,0.76,0,上昇型_低価格帯_直線性高,1.1685928349850339,0.11436663552740835
2102中華そば（外食）,高知市,12.0,714.0,764.0,50.0,5.2,57.15,0.73,0,上昇型_低価格帯_直線性高,0.8512781349542882,0.16313264710932715
2102中華そば（外食）,鳥取市,12.0,737.0,858.0,121.0,6.57,72.31,0.61,0,上昇型_低価格帯_直線性高,0.7369608241084444,-0.08066565202065613
2102中華そば（外食）,鹿児島市,12.0,673.0,673.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.8635798847829209,0.7247918500681397
2103日本そば（外食）,さいたま市,12.0,600.0,613.0,13.0,1.45,16.0,0.67,0,上昇型_低価格帯_直線性高,0.4836663976734306,-0.206656181644698
2103日本そば（外食）,京都市,12.0,685.0,740.0,55.0,5.74,63.15,0.58,0,上昇型_低価格帯_直線性高,0.6599219201263486,-0.2528605856346597
2103日本そば（外食）,仙台市,12.0,685.0,625.0,-60.0,-3.9,-42.92,0.26,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.0062025839569528,-1.0603131131618788
2103日本そば（外食）,佐賀市,12.0,671.0,698.0,27.0,3.3,36.35,0.73,0,上昇型_低価格帯_直線性高,0.7035482610572217,0.07696129662096284
2103日本そば（外食）,前橋市,12.0,567.0,583.0,16.0,1.51,16.62,0.57,0,上昇型_低価格帯_直線性高,0.34217867889414044,-0.5103847098713359
2103日本そば（外食）,千葉市,12.0,758.0,780.0,22.0,2.32,25.54,0.69,0,上昇型_低価格帯_直線性高,0.40071677458877336,0.13860822275306545
2103日本そば（外食）,名古屋市,12.0,718.0,755.0,37.0,3.15,34.65,0.57,0,上昇型_低価格帯_直線性高,0.31388503342670804,-0.22414541175345967
2103日本そば（外食）,和歌山市,12.0,751.0,758.0,7.0,0.66,7.27,0.57,0,上昇型_低価格帯_直線性高,-0.0019644362695357236,-0.1708517335811633
2103日本そば（外食）,大分市,12.0,586.0,530.0,-56.0,-6.7,-73.65,0.83,0,上昇型_低価格帯_直線性高,-0.0741563039346046,0.12885233112367764
2103日本そば（外食）,大津市,12.0,709.0,843.0,134.0,12.12,133.31,0.61,0,上昇型_低価格帯_直線性高,1.3786387844488635,-0.11470784845518246
2103日本そば（外食）,大阪市,12.0,686.0,721.0,35.0,3.59,39.54,0.86,0,上昇型_低価格帯_直線性高,0.9656602533908626,0.4211023572052171
2103日本そば（外食）,奈良市,12.0,736.0,792.0,56.0,6.48,71.23,0.85,0,上昇型_低価格帯_直線性高,1.1921256175343775,0.499261624677355
2103日本そば（外食）,宇都宮市,12.0,583.0,667.0,84.0,5.64,62.0,0.54,0,上昇型_低価格帯_直線性高,0.7113356364881965,-0.539950632164737
2103日本そば（外食）,宮崎市,12.0,583.0,610.0,27.0,2.3,25.35,0.77,0,上昇型_低価格帯_直線性高,0.7924913856009878,0.0070158670279201404
2103日本そば（外食）,富山市,12.0,800.0,800.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.6898279909545985,0.9610510873180105
2103日本そば（外食）,山口市,12.0,713.0,763.0,50.0,6.24,68.62,0.8,0,上昇型_低価格帯_直線性高,1.1009214142802592,0.33442741674385024
2103日本そば（外食）,山形市,12.0,800.0,833.0,33.0,1.27,13.96,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.2924243348355159,-0.44151325491963694
2103日本そば（外食）,岐阜市,12.0,757.0,790.0,33.0,3.87,42.58,0.77,0,上昇型_低価格帯_直線性高,0.7251207838978908,0.33581465816734596
2103日本そば（外食）,岡山市,12.0,756.0,799.0,43.0,3.32,36.54,0.57,0,上昇型_低価格帯_直線性高,0.280377895370006,-0.15290089719818448
2103日本そば（外食）,広島市,12.0,698.0,713.0,15.0,1.14,12.5,0.57,0,上昇型_低価格帯_直線性高,0.12272958739351361,-0.2678873337557535
2103日本そば（外食）,徳島市,12.0,700.0,760.0,60.0,3.66,40.27,0.64,0,上昇型_低価格帯_直線性高,0.5291672795918659,-0.08619924944433256
2103日本そば（外食）,新潟市,12.0,796.0,832.0,36.0,3.41,37.46,0.83,0,上昇型_低価格帯_直線性高,0.7376500837740665,0.5523910229579387
2103日本そば（外食）,札幌市,12.0,756.0,773.0,17.0,3.03,33.38,0.51,0,上昇型_低価格帯_直線性高,0.13295516657821632,-0.2993639227947986
2103日本そば（外食）,東京都区部,12.0,736.0,774.0,38.0,4.34,47.77,0.82,0,上昇型_低価格帯_直線性高,0.9015270351028719,0.41954314317202646
2103日本そば（外食）,松山市,12.0,693.0,757.0,64.0,5.7,62.69,0.76,0,上昇型_低価格帯_直線性高,0.9923140935801402,0.1984519946108203
2103日本そば（外食）,松江市,12.0,823.0,800.0,-23.0,-2.81,-30.96,0.73,0,上昇型_低価格帯_直線性高,-0.1686578402732437,0.33986089994448193
2103日本そば（外食）,横浜市,12.0,788.0,777.0,-11.0,-1.23,-13.54,0.67,0,上昇型_低価格帯_直線性高,-0.06489839552946293,0.13436757796619817
2103日本そば（外食）,水戸市,12.0,733.0,733.0,0.0,0.5,5.54,0.15,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.8059994917968202,-1.2234979569088351
2103日本そば（外食）,津市,12.0,797.0,830.0,33.0,3.69,40.62,0.89,0,上昇型_低価格帯_直線性高,0.882617533442486,0.7006818413754068
2103日本そば（外食）,熊本市,12.0,632.0,692.0,60.0,3.69,40.62,0.53,0,上昇型_低価格帯_直線性高,0.41298660182389785,-0.47938948244029667
2103日本そば（外食）,甲府市,12.0,615.0,615.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.9429311433816823,0.6168939306941831
2103日本そば（外食）,盛岡市,12.0,670.0,640.0,-30.0,-4.68,-51.46,0.46,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.6841611717474031,-0.6056871468766039
2103日本そば（外食）,神戸市,12.0,717.0,722.0,5.0,-0.23,-2.54,0.07,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.0179987476261119,-1.449663321576091
2103日本そば（外食）,福井市,12.0,787.0,793.0,6.0,0.67,7.38,0.67,0,上昇型_低価格帯_直線性高,0.14302898489080185,0.1386853344467332
2103日本そば（外食）,福岡市,12.0,671.0,702.0,31.0,3.38,37.15,0.64,0,上昇型_低価格帯_直線性高,0.538402597588003,-0.14105866087966482
2103日本そば（外食）,福島市,12.0,727.0,727.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.7897011267771774,0.8252485336232029
2103日本そば（外食）,秋田市,12.0,853.0,795.0,-58.0,-9.98,-109.81,0.45,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.5300355579416134,-0.30673750206560585
2103日本そば（外食）,那覇市,12.0,723.0,773.0,50.0,6.29,69.23,0.76,0,上昇型_低価格帯_直線性高,1.0154124236643396,0.2561797151508392
2103日本そば（外食）,金沢市,12.0,750.0,790.0,40.0,3.25,35.73,0.74,0,上昇型_低価格帯_直線性高,0.6093464817217749,0.24801646632716032
2103日本そば（外食）,長崎市,12.0,600.0,617.0,17.0,1.9,20.92,0.67,0,上昇型_低価格帯_直線性高,0.5325883265536436,-0.20519295562055795
2103日本そば（外食）,長野市,12.0,790.0,807.0,17.0,0.31,3.46,0.0,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.194376709558104,-1.4818782973191043
2103日本そば（外食）,青森市,12.0,726.0,733.0,7.0,0.78,8.62,0.67,0,上昇型_低価格帯_直線性高,0.23844331266060106,0.025564165681173985
2103日本そば（外食）,静岡市,12.0,633.0,667.0,34.0,3.69,40.54,0.78,0,上昇型_低価格帯_直線性高,0.894515407981603,0.12880440032438778
2103日本そば（外食）,高松市,12.0,650.0,700.0,50.0,2.9,31.88,0.47,1,横ばい・緩やか変動型_低価格帯_変動あり,0.1865799216077346,-0.5939927535453792
2103日本そば（外食）,高知市,12.0,681.0,699.0,18.0,1.57,17.23,0.35,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.23221396370542288,-0.8316879371824162
2103日本そば（外食）,鳥取市,12.0,691.0,691.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.8389536321143397,0.7582774112531608
2103日本そば（外食）,鹿児島市,12.0,860.0,976.0,116.0,8.48,93.27,0.84,0,上昇型_低価格帯_直線性高,1.220593016921749,0.7121898188846134
2112スパゲッティ（外食）,さいたま市,12.0,1033.0,1065.0,32.0,2.08,22.88,0.22,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.9094555674392005,-0.4904943206736034
2112スパゲッティ（外食）,京都市,12.0,973.0,1010.0,37.0,3.49,38.42,0.57,0,上昇型_低価格帯_直線性高,0.00197635577574724,0.25133892025257776
2112スパゲッティ（外食）,仙台市,12.0,575.0,575.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.9976561493118626,0.5424815725052473
2112スパゲッティ（外食）,佐賀市,12.0,915.0,932.0,17.0,1.19,13.08,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.458455958685711,-0.2278378541974052
2112スパゲッティ（外食）,前橋市,12.0,811.0,841.0,30.0,3.78,41.54,0.76,0,上昇型_低価格帯_直線性高,0.6221417628638664,0.41172535356518253
2112スパゲッティ（外食）,千葉市,12.0,734.0,745.0,11.0,1.38,15.23,0.76,0,上昇型_低価格帯_直線性高,0.466570445251661,0.2606776919227339
2112スパゲッティ（外食）,名古屋市,12.0,843.0,882.0,39.0,2.74,30.15,0.49,0,上昇型_低価格帯_直線性高,-0.05623094110276203,-0.18696669752088418
2112スパゲッティ（外食）,和歌山市,12.0,567.0,583.0,16.0,1.51,16.62,0.57,0,上昇型_低価格帯_直線性高,0.34217867889414044,-0.5103847098713359
2112スパゲッティ（外食）,大分市,12.0,886.0,790.0,-96.0,-13.25,-145.73,0.61,2,価格低下型_高価格帯_変動あり,-1.6216290016610788,0.13207340490322259
2112スパゲッティ（外食）,大津市,12.0,800.0,817.0,17.0,0.95,10.42,0.67,0,上昇型_低価格帯_直線性高,0.15568366926673685,0.1637798026064912
2112スパゲッティ（外食）,大阪市,12.0,755.0,769.0,14.0,1.02,11.23,0.8,0,上昇型_低価格帯_直線性高,0.47596578304309967,0.3955869709622068
2112スパゲッティ（外食）,奈良市,12.0,760.0,790.0,30.0,3.19,35.04,0.77,0,上昇型_低価格帯_直線性高,0.64708993814525,0.33918448792837097
2112スパゲッティ（外食）,宇都宮市,12.0,893.0,877.0,-16.0,0.53,5.88,0.01,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.2920603351235314,-1.2652977770850613
2112スパゲッティ（外食）,宮崎市,12.0,936.0,1006.0,70.0,6.61,72.69,0.85,0,上昇型_低価格帯_直線性高,0.932633589559982,0.8717461253623405
2112スパゲッティ（外食）,富山市,12.0,747.0,710.0,-37.0,-0.37,-4.08,0.0,1,横ばい・緩やか変動型_低価格帯_変動あり,-1.2094737984910375,-1.5640826794753553
2112スパゲッティ（外食）,山口市,12.0,783.0,820.0,37.0,3.49,38.42,0.57,0,上昇型_低価格帯_直線性高,0.26192013394410374,-0.10211978114486661
2112スパゲッティ（外食）,山形市,12.0,861.0,1030.0,169.0,8.35,91.81,0.38,1,横ばい・緩やか変動型_低価格帯_変動あり,0.3165615364940227,-0.4020263577112986
2112スパゲッティ（外食）,岐阜市,12.0,866.0,890.0,24.0,2.15,23.62,0.8,0,上昇型_低価格帯_直線性高,0.4469522907749396,0.6057555880637886
2112スパゲッティ（外食）,岡山市,12.0,900.0,950.0,50.0,7.23,79.54,0.34,1,横ばい・緩やか変動型_低価格帯_変動あり,0.06417990149016899,-0.4301294872800956
2112スパゲッティ（外食）,広島市,12.0,840.0,986.0,146.0,14.16,155.73,0.83,0,上昇型_低価格帯_直線性高,1.8461431005003996,0.669199460875783
2112スパゲッティ（外食）,徳島市,12.0,888.0,743.0,-145.0,-18.72,-205.92,0.64,2,価格低下型_高価格帯_変動あり,-2.1610908445892387,0.1907677264430944
2112スパゲッティ（外食）,新潟市,12.0,957.0,957.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.4750323426786407,1.2531195932095829
2112スパゲッティ（外食）,札幌市,12.0,995.0,1006.0,11.0,1.38,15.23,0.76,0,上昇型_低価格帯_直線性高,0.10948978155723453,0.7462183291055391
2112スパゲッティ（外食）,東京都区部,12.0,697.0,713.0,16.0,2.05,22.58,0.56,0,上昇型_低価格帯_直線性高,0.20371284702507167,-0.291042017480725
2112スパゲッティ（外食）,松山市,12.0,998.0,1014.0,16.0,1.51,16.62,0.57,0,上昇型_低価格帯_直線性高,-0.24748326000355247,0.29140844961444584
2112スパゲッティ（外食）,松江市,12.0,876.0,924.0,48.0,3.36,36.92,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.16918666530364726,-0.2933339023818749
2112スパゲッティ（外食）,横浜市,12.0,779.0,786.0,7.0,0.88,9.69,0.76,0,上昇型_低価格帯_直線性高,0.350647114824416,0.3427657881917974
2112スパゲッティ（外食）,水戸市,12.0,667.0,660.0,-7.0,4.91,53.96,0.14,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.25558420623817407,-1.356192075836404
2112スパゲッティ（外食）,津市,12.0,663.0,663.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.8772611362654659,0.7061887605209058
2112スパゲッティ（外食）,熊本市,12.0,963.0,1023.0,60.0,4.2,46.15,0.42,1,横ばい・緩やか変動型_低価格帯_変動あり,-0.19689261929205853,-0.12875566807587824
2112スパゲッティ（外食）,甲府市,12.0,762.0,794.0,32.0,3.49,38.42,0.83,0,上昇型_低価格帯_直線性高,0.7928635706156465,0.48940064756830176
2112スパゲッティ（外食）,盛岡市,12.0,990.0,990.0,0.0,0.0,0.0,1.0,0,上昇型_低価格帯_直線性高,0.42988421278624195,1.3145097887154549
2112スパゲッティ（外食）,神戸市,12.0,748.0,790.0,42.0,4.12,45.35,0.56,0,上昇型_低価格帯_直線性高,0.3589793373130714,-0.1894354210787873
2112スパゲッティ（外食）,福井市,12.0,893.0,920.0,27.0,2.1,23.08,0.55,0,上昇型_低価格帯_直線性高,-0.07831978940947097,0.04948777536201016
2112スパゲッティ（外食）,福岡市,12.0,580.0,635.0,55.0,5.19,57.12,0.57,0,上昇型_低価格帯_直線性高,0.7244657148094622,-0.4742347561958522
2112スパゲッティ（外食）,福島市,12.0,898.0,961.0,63.0,6.08,66.92,0.81,0,上昇型_低価格帯_直線性高,0.8497396755035602,0.7023176581781596
